,TxHash,BlockHeight,TimeStamp,From,To,Value,ContractAddress,Input,isError
8356,0x23ff4e13d098509742f39c6a9b778f0c7426e20e08964fcf72802e16fe6a8cc5,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000dd5bc57bf90e6c6b341120e5b38fb6eda8e6481d000000000000000000000000000000000000000000000000000000000a5f0780,0
8355,0xb05d56097fef2a1fd720a22e905edb5e11130b25cdf5aa8829a08e8baff9a7f5,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,0E-18,NULL,0xa9059cbb000000000000000000000000de2d5f84ae9c03dccca8b9d07bd54b54a30e12f6000000000000000000000000000000000000000000000009e4b23f12d4ca0000,0
8352,0x23ca4376034f8565d93d0c18a10dc1b9c7805f618464a5949f47f9e87bba1a19,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xb8c77482e45f1f44de1745f52c74426c631bdd52,0E-18,NULL,0xa9059cbb00000000000000000000000012012869ff525e50a59c778b5ddcbd1987b3aa4f0000000000000000000000000000000000000000000000008ac7230489e80000,0
8353,0x9796e6011916ba08716f9c286e46ba238a6e133998a5d372a9f700a4aa012571,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000231b9231d811caf255973707cf69eaee2c6f9509000000000000000000000000000000000000000000000000000000006eaf9240,0
8351,0x19e07fe7798b1f124cb6b84a4e740f00c3e6e4c68d5fc4c02e7ab324634cf29b,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x1a01f40a010aaace8da92b37bd3034882de43638,1.300000000000000000,NULL,0x,0
8350,0xd4372608373593edf34623f3755aa98087da0c402eda4a07cb10902e6031e455,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000c88c25515264929fa553711a06b74ef6bf189603000000000000000000000000000000000000000000000000000000009f8fc740,0
8359,0xb685fccb40cc7f3b82f7f14419f76458f98edef48f76aae1e8fc664ac03d9ef8,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xb9de2fa8e7823c163a1b694c07bf22084e17ae18,2.000000000000000000,NULL,0x,0
8354,0xb3f59c46c522c64813855bf8127f4325cb28de93eb1e1d57a3a0548328d4d4ca,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x4e90a57f53613a5e2f897ed1a1bd04d90b1de58d,0.570185480000000000,NULL,0x,0
8360,0xe8a4edbdcb4e18db5a6e3b44f5399ca46c0f9f24c239b6b7bfd979de9c000677,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x50b2c3a213d353c66a2138e3f21a1f909b0a87b8,0.991000000000000000,NULL,0x,0
8369,0xf421cc565a0a22e4944349b18254e00d69c318958c79009f1e1c4b4b26ea0d12,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb00000000000000000000000070a6bd42e62e658348117f5da5feaacdf5267ac5000000000000000000000000000000000000000000000000000000000c060890,0
8362,0x2e1d05ea2351738ee15e8165c14b3d32f64e0082e24676997ac2fb59dea2185e,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb0000000000000000000000003ac48ad452ff0269b9989b1301ade450ebf6f3d1000000000000000000000000000000000000000000000000000000093fc40688,0
8363,0x078e1e0b79ae68982636b34a2bab179aa59fccf7ccf5eb35a64df58607e50a37,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0E-18,NULL,0xa9059cbb000000000000000000000000f89e18cfc939b65188fa7fa0fb58ed687e81541d00000000000000000000000000000000000000000000000f2baf5ecbe44a8000,0
8364,0xffb9886c88f98885769fff270091f587b65574c5fac5368e4f79024b9109b08a,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0E-18,NULL,0xa9059cbb000000000000000000000000516095250848d8e2dc63a3e764413e627ca3f95f00000000000000000000000000000000000000000000006be0b6e78f56b10000,0
8365,0x603d02146f22b4801523f354dc8e2ed4572c240b21a202861c5851705b2e2acf,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xaf4dce16da2877f8c9e00544c93b62ac40631f16,0E-18,NULL,0xa9059cbb00000000000000000000000044f771cbd868ff3f6e3a74f6844eb171276e465b000000000000000000000000000000000000000000000000000000005d9d7440,0
8366,0x91ccb4d9bcc2bd1e98cb898e28500b76367d2c6540b5681731b4284d83956c1c,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0E-18,NULL,0xa9059cbb000000000000000000000000f226e30bf1027d88d57d8f0a4b29d853f4c20264000000000000000000000000000000000000000000000006bccada37d41c6000,0
8367,0xacc784fd46da6cba6654bb1d2e838b3c81385028ee2d6366435a7aace4fd3a83,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x514910771af9ca656af840dff83e8264ecf986ca,0E-18,NULL,0xa9059cbb00000000000000000000000063518ccc86f318873f479df8dc9521f1bf8d68d3000000000000000000000000000000000000000000000031360514dc0a6d8000,0
8368,0x02e32441b7b6f026ddc91b7ca0299e89ffce67b8b863882f72596aac9ccea8da,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0E-18,NULL,0xa9059cbb000000000000000000000000f20b6bf9123d9cb147402398048036dcf1bd5289000000000000000000000000000000000000000000000004a81a1ae1de0e0000,0
8349,0x788ce08f56976185b5ad1101e1235b891b968bedb06b50c3ec99da91a0647abe,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000a855b0a9a356c5d0b4314bb07ba6c44ff15c61f7000000000000000000000000000000000000000000000000000000026d8ea700,0
8370,0x79b4c88cde0642322bc77cc6c2b8c60b3c5e0389258c9af35ed48336f0b203ca,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0E-18,NULL,0xa9059cbb000000000000000000000000231b9231d811caf255973707cf69eaee2c6f9509000000000000000000000000000000000000000000000000f16a6737cb156000,0
8371,0xc810e01d2c0cd5aa54a9692c1f57abe1bb78061652e3fc65f4252b93544bc122,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x595832f8fc6bf59c85c527fec3740a1b7a361269,0E-18,NULL,0xa9059cbb00000000000000000000000027a032eb85b55349add441e32442713a71d0e21f000000000000000000000000000000000000000000000000000000003b1c2420,0
8361,0x0a640ed243b4fa70b32d40e03742712f55bba5af8ef91bea741cdb5ab2c1b047,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0E-18,NULL,0xa9059cbb0000000000000000000000000ee92d1296d6f9c0431a7ad4ee98dca41231c4f90000000000000000000000000000000000000000000005b11b411ea4afcf0000,0
8348,0x2314140ced273de4eb8781d38769ee1410721ed998d24de41b642b15efb5c8c9,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x192810c1b4a1d8a46739a5e545d9936e71ce37b9,4.812000000000000000,NULL,0x,0
8342,0xba31698d53a1da1eee8026624fcc721b6e94bda8917d81e515a8c971f4bc9cb6,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000516095250848d8e2dc63a3e764413e627ca3f95f000000000000000000000000000000000000000000000000000000161d1a08f0,0
8346,0xf6d7d3ce68cc6533c402c2fb8a0fd521bf797a362cb5e2305a737354cf842283,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb00000000000000000000000030961012e17ad2a560d858b2711499259b4435d40000000000000000000000000000000000000000000000000000000147abfcc8,0
8323,0xc3a1655c1de58e2557770e69cccf2738ca65985eece368b1ab494717eaa87ca0,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x74a91dd7c79bf40da3b73e4d24c8a84f256f5c22,6.032660000000000000,NULL,0x,0
8324,0xdb71365787c9beb852ec7b3fc9848451441d476c0d8f1cc2b8b89c2a1377ccf4,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195,0E-18,NULL,0xa9059cbb000000000000000000000000437488be23a400cea736b9e89d7423cd7bbf6793000000000000000000000000000000000000000000000000000022f0f51fd700,0
8325,0xdc0198cac92d0394197f038dd378bb4c792521ff7c6637cd3cb1fb99354577ed,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x4156d3342d5c385a87d264f90653733592000581,0E-18,NULL,0xa9059cbb000000000000000000000000d37d71259753aa9d9b042db1bfc7c9f810f40f4200000000000000000000000000000000000000000000000000000000a5788cc8,0
8326,0xcb52e512531fb978baa7ef0e3d8dc242fc6cfe902c3292d2d28d6dd1fc9286e5,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe41d2489571d322189246dafa5ebde1f4699f498,0E-18,NULL,0xa9059cbb0000000000000000000000008dbe4e1e4f13aa185ce8e1c93c31ee5efb8ffa9800000000000000000000000000000000000000000000010eb98895b4fd070000,0
8327,0x5cbefa013886d02094207c04acae4b28fa8199b6e9a1855098ec7988bd4c90ec,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb0000000000000000000000006d4c2dfeb980a93b92a9301be2db67515cf5d9c1000000000000000000000000000000000000000000000000000000003197adc0,0
8328,0xc8aecf363fbbd00ce42bba9d6bca35003c224f41f9f73d7fbb91486277312267,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0E-18,NULL,0xa9059cbb000000000000000000000000fda01913b6f53d0d41a5710a5e8a13dc772a71d200000000000000000000000000000000000000000000000ef5619a0746300000,0
8329,0xaa94624d973b13cf32e6092567ced2581dca3064dd31087000da49a26e545201,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x4156d3342d5c385a87d264f90653733592000581,0E-18,NULL,0xa9059cbb0000000000000000000000004347e37912ce711125340b137a754dabcc9bd0800000000000000000000000000000000000000000000000000000000597b41d00,0
8347,0x2a677fcc81ac69a3cf7b431df7f35433bb883b629ebd12b52ab0ec6fb95c7d6b,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x79781054ea44303cffcd4ad177b5a3e8bd6f2b8e,2.141855780000000000,NULL,0x,0
8331,0x63330ca2ca7e53b61671fd4faef5dae9dff69f1aaed1ee5cd85aa7bff1f7e6cb,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x82e2e65d661e1c7fa27f88a428a274b94e82febc,5.000000000000000000,NULL,0x,0
8332,0xc811b9cc57e94aefaba9b7a8deae0c11c9d0d9df8abe4c7ffbcd24c7b133afb2,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0E-18,NULL,0xa9059cbb00000000000000000000000092cb1c392287513a73aa500aea7f962fe2556130000000000000000000000000000000000000000000000015a13cc201e4dc0000,0
8333,0x5307e59d78d8433b9a1e05de4fb6c6ea65cc6307816476ed0999350bd30f41c9,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x72727667ea73e5b0a1612d7d685b205c78ae4748,0.412848480000000000,NULL,0x,0
8330,0xc0b61d5f564dc9bf91abac69d1228e83482c1d726c574b1f9a84ce25d7c97ef1,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x99ea4db9ee77acd40b119bd1dc4e33e1c070b80d,0E-18,NULL,0xa9059cbb000000000000000000000000d8346e6e3977fff40011ad21a40bf69b620892600000000000000000000000000000000000000000000000238bf169d8b7240000,0
8335,0xfa259f6cf1b3522a14f2231c12890aa6931348437e3a911a5f78979cfdc8cd33,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe3c14271e10b41fdf603c845434493884a8db4d9,0.447970380000000000,NULL,0x,0
8345,0x69b79c6140aeded24380c12a62ac30359d3f94a635fb74a628b2ba07492540e8,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0E-18,NULL,0xa9059cbb000000000000000000000000634f830e81e3d24889e581a76aad2a098f84e65000000000000000000000000000000000000000000000034833d54ec7534c0000,0
8334,0xb17a1665a732b8885c56d781e251a97954f86444caf95edaeb7115b22bdb6b92,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x744d70fdbe2ba4cf95131626614a1763df805b9e,0E-18,NULL,0xa9059cbb0000000000000000000000000111d955e7969c22ae2be07516d78fc49a2eaceb000000000000000000000000000000000000000000000003e5dac58aa4e98000,0
8343,0xd976c5edf32f08e5f30dba69f83ec15d5349748bc498d09c7a8f3ca9199340e8,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x6d88bf334e49273299fb86a0ea8af7b6da10b336,0.843783230000000000,NULL,0x,0
8341,0xc95f92785883483e2f09f17d700166e4d0260444e2e9a243e633e047b0ca691e,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xc5bbae50781be1669306b9e001eff57a2957b09d,0E-18,NULL,0xa9059cbb0000000000000000000000003cb10f7e9d9eb4fdc9e2a6eee9c487c49024ee700000000000000000000000000000000000000000000000000000000009e64700,0
8344,0x7965de575dd42d93eb605dc18dd2669045853e58f3173954817fecc1a204337c,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0E-18,NULL,0xa9059cbb000000000000000000000000781e1370e1563ec3414d0aa78d0860fca834e2040000000000000000000000000000000000000000000000d8c67f757318080000,0
8339,0xb23a8a90a776e9a3746d7287b18fbdf7df4f1bc2eee0e34fa812d011779c05a5,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0E-18,NULL,0xa9059cbb000000000000000000000000faba422626a672b6d8d38eea92406cd28281915800000000000000000000000000000000000000000000001fbc0e966af9ac0000,0
8338,0x89581358ed61cc10d3302ff13befe2d3ee8896532092eddaa5ca9e51c9c97b72,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,0E-18,NULL,0xa9059cbb00000000000000000000000044f771cbd868ff3f6e3a74f6844eb171276e465b000000000000000000000000000000000000000000000003b6e7f0f729c40000,0
8337,0xcccad2d5126a9fd90503af1063e8b2653b794f7597a598028a629cd4226eea91,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0E-18,NULL,0xa9059cbb000000000000000000000000fbd165bb9b0735896930e96fb5ca4681bcb95a5b00000000000000000000000000000000000000000000008d4b263fab4ec70000,0
8336,0x4601b51ba81d421b519092e664dc57065b4f6822a1b2d6740b73cdd645074d17,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0E-18,NULL,0xa9059cbb000000000000000000000000db37155de1be73295f982fd73cb2d416b8a504230000000000000000000000000000000000000000000000067ce13869d9f98000,0
8340,0xf67eb646b9c45c84dda20cc82ee76ba6b1bf21d91b3c39304cde932d15e89ace,4877842,1515468544,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf433089366899d83a9f26a773d59ec7ecf30355e,0E-18,NULL,0xa9059cbb000000000000000000000000a605d8985188f0abd30c45fdf2d205a69e418c7200000000000000000000000000000000000000000000000000000007f80bd8a8,0
8372,0xffb77ca9bfc84d0a4f15bbeed449b782ae44fde0532971848112388b5a934aa5,4877843,1515468558,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000177f635afb5464353718a6da4fc447e7a829ca120000000000000000000000000000000000000000000000000000000121162e08,0
8373,0xb24d30822bdec009a1cd8b3ae96993e9ef3f80ea3034663ea6a0e27bfd47fa9c,4877844,1515468565,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xae119462cc79e839032a24a6641d65cd83a94a9e,0.799239950000000000,NULL,0x,0
8374,0xd523fc32b378d7312120f462e171e30ef9a8c93f84682446d70a621d0c4704b8,4877845,1515468586,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb00000000000000000000000068290c17d0a4dd7031634c1d036cb62e3936bfcb00000000000000000000000000000000000000000000000000000000219df500,0
8375,0x08da0f82c3e6ed5bd479d5bb7509039f6b0facf3eefa769cbc92bf3eb05f2b4e,4877845,1515468586,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000fba61d865c1cccde37494a73beaa5b647fce76f700000000000000000000000000000000000000000000000000000007198be690,0
8376,0xc9321f50309ac72e47984472d93b22cb5688a32d872ca468b8008b11bb5bb298,4877845,1515468586,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x542c6e939e8a7b6a40770ebbe4e5e2e28fdc13f1,0.090000000000000000,NULL,0x,0
8377,0x1ab2a4e7860b378f283659f2edbee30482ae2a2c8c1cf780db24733c567f7ecb,4877845,1515468586,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x3c83cdeba72b5179b3e55b2661652c0032e5d0c9,7.888078520000000000,NULL,0x,0
8378,0x13c44de4ad407448031715fbb0c289551029fe1b9fbf37f9e4e2324d65ab297d,4877845,1515468586,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x96a65609a7b84e8842732deb08f56c3e21ac6f8a,0E-18,NULL,0xa9059cbb0000000000000000000000009bf8a47d5b2502184a788be319d3a484bd8f6a860000000000000000000000000000000000000000000000012a0686b877838000,0
8382,0x155cc3169267476ee8b01047a111b0ad22a5828f46978000a337a1de3f1de1d4,4877847,1515468633,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x99ea4db9ee77acd40b119bd1dc4e33e1c070b80d,0E-18,NULL,0xa9059cbb000000000000000000000000c27aed85b27ab7fe0175b99395570988ffff6fc7000000000000000000000000000000000000000000000050b806aaf09ca40000,0
8380,0xa5b786b47be9c3922ac2dcee0c3c67ed33a4430ec4853bbad882a5c01e471f6b,4877847,1515468633,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf433089366899d83a9f26a773d59ec7ecf30355e,0E-18,NULL,0xa9059cbb000000000000000000000000dc1494853caefbd39c46e91e116d21e9f7fd111500000000000000000000000000000000000000000000000000000045d964b800,0
8379,0x3c24eac69cfd213a7787cc88a21217c5420fb171e4a241ea44c778547f81e5c9,4877847,1515468633,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf2e56bb91ef3f5016e5f7a7b857addeabc9b5384,16.484140050000000000,NULL,0x,0
8381,0xbd845fa021b9c0eabac46438b463ea2589a6cbb204b5fa9a1343fe720a3a87da,4877847,1515468633,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe41d2489571d322189246dafa5ebde1f4699f498,0E-18,NULL,0xa9059cbb0000000000000000000000001111c1e3652abfd4b0e81d673f600c09f9b96c67000000000000000000000000000000000000000000000002629f66e0c5300000,0
8383,0x612e62b4acb87f129eadbc8bd0f43d65bcd19d80483266a1d2a0511ff25c4827,4877849,1515468654,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x12480e24eb5bec1a9d4369cab6a80cad3c0a377a,0E-18,NULL,0xa9059cbb0000000000000000000000006b7ada940d6736cdb6f99277b8e44068a79817ec0000000000000000000000000000000000000000000000000000000000036330,0
8384,0x13b5ea9c71dd6af5455e6028543344859871e4255cb13c7c7da13e4d3f325974,4877849,1515468654,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb0000000000000000000000005b3b9bc465d48f11943f3169c5604171c0c6a9ef000000000000000000000000000000000000000000000000000000003f7e0f10,0
8385,0x23f3bccfd46a2bce572013fe7f540d90161642a3718bf5fdfcaeeffdfc4c038a,4877849,1515468654,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb00000000000000000000000015781d4865427787e9172e18770a2888f921ee56000000000000000000000000000000000000000000000000000000011d745310,0
8386,0xd501e48fbfd968c32d610d104925efabd0067f00b7ab05611fe56b4eb0901971,4877851,1515468681,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000748d6f45cf71083031e0e01a0dbc8191eaf0bc9700000000000000000000000000000000000000000000000000000022e82ab100,0
8387,0xda0dd4325d35843f7b6d38b9fa0feefdb978d892c5a25229ccbc3d1d1c68be45,4877851,1515468681,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xaf4dce16da2877f8c9e00544c93b62ac40631f16,0E-18,NULL,0xa9059cbb000000000000000000000000617310ea330e98581aaf5cff57de5ffd4e7f20fe0000000000000000000000000000000000000000000000000000000000970fe0,0
8388,0x47ea26bc3a5dcf9dcef6e2b633ec060ce58a567f81dc8557cc31bd8815c8abe8,4877851,1515468681,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000f7b8e8dcb01c05e9b319c2cf1904ad72a86c4055000000000000000000000000000000000000000000000000000000000a5f0780,0
8389,0xa8b0e1ed2c9b10e5ee3c600e7069922556789d2763f1e9129805201729c38366,4877851,1515468681,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000972859faa6f41e099ee611c4ae2c53ae4fb42c010000000000000000000000000000000000000000000000000000000234d6f7f0,0
8390,0x5ce82c9519de1801c8f6757ff731b4f81c6e11c94ef96a2afee7ab6c4d51ddd8,4877853,1515468694,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x6540488bb1f4a94fcbfce7de677722c3bd4e35d3,0.155834000000000000,NULL,0x,0
8391,0x04a28f486b3da63f55d4b46b65a95b96231b3c3aa7a1087ecab3a306b7bd90c4,4877854,1515468707,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x3195200794ed0624a3a591d1ca68c730337cb98d,5.000000000000000000,NULL,0x,0
8392,0x06a839e9146af2faef8f2761cfd98733747d904460db25b68dd44bc6fe8b1443,4877854,1515468707,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x15ae498b17de81e48d7d3a1067026df00814f70e,2.941453590000000000,NULL,0x,0
8405,0x9957eaaefe305b2d0b7c318868cd0c3d998d528b49eb82f314b0fe002e5f3033,4877857,1515468787,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xc15d024c2cce7b96da3e8ed2a3c944787fa13f8f,0.405000000000000000,NULL,0x,0
8404,0xcb0ed6bca13683965fa349a9a9860ac5248af622881a0e8c1e6cceebc4ed3031,4877857,1515468787,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf0fd70e019ec4f646ddd5d815e3e7485baa694cf,0.849140000000000000,NULL,0x,0
8403,0x33575e15361dd33061ab733dde4ff684f5c280fae8785d9b05baebfd8d4d0081,4877857,1515468787,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xfff5d028ac458e0f579571a4d83f3b8972905c37,7.933564610000000000,NULL,0x,0
8402,0x7cc3300e8067b0d2daa4f2334b04fdca8e5713085bed31f262cd628214962e90,4877857,1515468787,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xbdf693901b2adf333e2361fb4035bbe379b81724,0.110007370000000000,NULL,0x,0
8401,0x84f8ebb9d0138c09d8a71bfa51359afaa5d2ade165e0cee6eb587cb3347e80f2,4877857,1515468787,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x61913dfc650d6350b789a9acce3c98fd53b09fdc,0.597987840000000000,NULL,0x,0
8400,0xa12d17667c6b5c581bd722795d21b96434516b362a9171fbaa65f2ebce131553,4877857,1515468787,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0dceec8491b36eb126bbe87077521ba273e374d6,0.090000000000000000,NULL,0x,0
8399,0x4248b38469653a62d896db9bd28d98a56c8df335a047f6ba1ab91a3b188f820a,4877857,1515468787,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0E-18,NULL,0xa9059cbb0000000000000000000000000f7ea51f2d8504d93dbc4bc12a8a3b5fbbad12910000000000000000000000000000000000000000000000032f2e66c83a720000,0
8398,0x8deff27a9d8e2e9f7fdcc113bd69a1cdb285a47d82b9ecedd2148e5c92bdd223,4877857,1515468787,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0E-18,NULL,0xa9059cbb000000000000000000000000061e359ed8da2103fdb7bfb3464bc065eb2beb200000000000000000000000000000000000000000000000047affc919fe090000,0
8397,0x752103afabd7f57775cfe9177385cc2208e5ed9f9da76a2e1678e66a6b626e6d,4877857,1515468787,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe41d2489571d322189246dafa5ebde1f4699f498,0E-18,NULL,0xa9059cbb00000000000000000000000003d6714f3f528b6457d03380e45d07fb60a7224e00000000000000000000000000000000000000000000004bdf413223734a8000,0
8396,0x7f7b5351c48d000189db2112599fdbd98ff3d4b233d9efa602e1d73efe7eb8a4,4877857,1515468787,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,0E-18,NULL,0xa9059cbb0000000000000000000000007b3007135cfd7af4149a1279c87dda5bb72433fa00000000000000000000000000000000000000000000000000000057a43520e0,0
8395,0xd468760b14178181c8dbf15a3df7e221af22bbaf42491370e327ecb0b867e1cd,4877857,1515468787,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x176256792f247c0cc99abf7d4ff4cc6b2008cf3d,4.977616070000000000,NULL,0x,0
8394,0xadde148b4d17993607083a48b09baa6146f62fe83efab9d3e8d52e9251dc6603,4877857,1515468787,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x026d9cd996d8005a7243d7a8028d3a7230813462,0.106000000000000000,NULL,0x,0
